"assembled_transcript","Pru_locus"
"TR11929-c0_g1_i1","Pc22g16720"
"TR11586-c0_g1_i1","Pc22g16720"
"TR9831-c3_g1_i1","Pc22g16740"
"TR2575-c0_g1_i1","Pc22g16740"
"TR12250-c0_g1_i1","Pc22g16750"
"TR11853-c0_g1_i1","Pc22g16760"
"TR11935-c0_g1_i1","Pc22g16780"
"TR1614-c0_g1_i1","Pc22g16780"
"TR10708-c0_g1_i1","Pc22g16810"
"TR12347-c1_g1_i1","Pc22g16830"
"TR3861-c0_g1_i1","Pc22g16850"
"TR2716-c0_g1_i1","Pc22g16860"
"TR14336-c0_g1_i1","Pc22g16860"
"TR11484-c0_g1_i1","Pc22g16880"
"TR10861-c0_g1_i1","Pc22g16890"
"TR3266-c0_g1_i1","Pc22g16900"
"TR1639-c0_g1_i1","Pc22g16940"
"TR12922-c0_g1_i1","Pc22g16960"
"TR746-c0_g1_i1","Pc22g17000"
"TR13877-c0_g1_i1","Pc22g17020"
"TR15052-c0_g1_i1","Pc22g17090"
"TR2695-c0_g1_i1","Pc22g17100"
"TR5112-c1_g1_i1","Pc22g17100"
"TR5112-c0_g1_i1","Pc22g17100"
"TR7908-c0_g1_i1","Pc22g17130"
"TR8742-c0_g1_i1","Pc22g17140"
"TR10706-c0_g1_i1","Pc22g17140"
"TR4320-c0_g1_i1","Pc22g17350"
"TR3001-c0_g1_i1","Pc22g17380"
"TR12785-c0_g1_i1","Pc22g17390"
"TR9430-c0_g1_i1","Pc22g17390"
"TR9297-c0_g1_i1","Pc22g17390"
"TR1233-c0_g1_i1","Pc22g17480"
"TR13701-c0_g1_i1","Pc22g17490"
"TR1273-c1_g1_i1","Pc22g17560"
"TR296-c0_g1_i1","Pc22g17620"
"TR313-c0_g1_i1","Pc22g17620"
"TR6958-c0_g1_i1","Pc22g17620"
"TR10770-c0_g1_i1","Pc22g17630"
"TR287-c0_g1_i1","Pc22g17650"
"TR3190-c0_g1_i1","Pc22g17650"
"TR694-c0_g1_i1","Pc22g17650"
"TR13573-c0_g1_i1","Pc22g17650"
"TR2648-c0_g1_i1","Pc22g17670"
"TR11662-c0_g1_i1","Pc22g17670"
"TR7347-c0_g1_i1","Pc22g17670"
"TR6973-c0_g1_i1","Pc22g17670"
"TR14765-c0_g1_i1","Pc22g17670"
"TR14765-c0_g2_i1","Pc22g17670"
"TR7348-c0_g1_i1","Pc22g17670"
"TR13902-c0_g1_i1","Pc22g17720"
"TR10083-c0_g1_i1","Pc22g17740"
"TR12877-c0_g1_i1","Pc22g17760"
"TR11088-c0_g1_i1","Pc22g17780"
"TR5915-c0_g1_i1","Pc22g17780"
"TR3285-c0_g1_i1","Pc22g17780"
"TR3808-c0_g1_i1","Pc22g17780"
"TR8550-c0_g1_i1","Pc22g17780"
"TR11553-c0_g1_i1","Pc22g17780"
"TR11123-c0_g1_i1","Pc22g17780"
"TR6375-c0_g1_i1","Pc22g17780"
"TR14381-c0_g1_i1","Pc22g17790"
"TR14469-c0_g1_i1","Pc22g17790"
"TR10519-c0_g1_i1","Pc22g17800"
"TR3229-c0_g1_i1","Pc22g17810"
"TR12384-c0_g1_i1","Pc22g17810"
"TR936-c0_g1_i1","Pc22g17880"
"TR14388-c0_g1_i1","Pc22g17900"
"TR4236-c0_g1_i1","Pc22g17910"
"TR542-c0_g1_i1","Pc22g17930"
"TR3994-c0_g1_i1","Pc22g17940"
"TR8622-c0_g1_i1","Pc22g17950"
"TR4093-c0_g1_i1","Pc22g17990"
"TR8143-c0_g1_i1","Pc22g18010"
"TR8280-c0_g1_i1","Pc22g18020"
"TR13438-c0_g1_i1","Pc22g18030"
"TR10041-c0_g1_i1","Pc22g18040"
"TR6320-c0_g1_i1","Pc22g18050"
"TR7912-c0_g1_i1","Pc22g18080"
"TR1196-c1_g1_i1","Pc22g18180"
"TR1196-c0_g1_i1","Pc22g18180"
"TR7385-c0_g1_i1","Pc22g18210"
"TR10693-c0_g1_i1","Pc22g18210"
"TR348-c0_g1_i1","Pc22g18210"
"TR968-c0_g1_i1","Pc22g18220"
"TR10726-c0_g1_i1","Pc22g18230"
"TR12275-c0_g1_i1","Pc22g18260"
"TR7870-c0_g1_i1","Pc22g18260"
"TR11216-c0_g1_i1","Pc22g18260"
"TR6154-c0_g1_i1","Pc22g18260"
"TR6420-c0_g1_i1","Pc22g18280"
"TR11579-c0_g1_i1","Pc22g18300"
"TR924-c0_g1_i1","Pc22g18300"
"TR13852-c0_g1_i1","Pc22g18310"
"TR6195-c0_g1_i1","Pc22g18320"
"TR2667-c1_g1_i1","Pc22g18330"
"TR3949-c0_g1_i1","Pc22g18330"
"TR11899-c0_g1_i1","Pc22g18350"
"TR3956-c0_g1_i1","Pc22g18350"
"TR15275-c0_g1_i1","Pc22g18380"
"TR7066-c0_g1_i1","Pc22g18380"
"TR13431-c0_g1_i1","Pc22g18380"
"TR1699-c0_g1_i1","Pc22g18410"
"TR14159-c0_g1_i1","Pc22g18420"
"TR3409-c0_g1_i1","Pc22g18470"
"TR1284-c0_g1_i1","Pc22g18470"
"TR3499-c0_g1_i1","Pc22g18500"
"TR12582-c0_g1_i1","Pc22g18520"
"TR797-c0_g1_i1","Pc22g18530"
"TR2407-c0_g1_i1","Pc22g18540"
"TR3196-c0_g1_i1","Pc22g18560"
"TR3274-c0_g1_i1","Pc22g18590"
"TR13704-c0_g1_i1","Pc22g18620"
"TR3397-c0_g1_i1","Pc22g18630"
"TR3103-c0_g1_i1","Pc22g18670"
"TR13329-c0_g1_i1","Pc22g18750"
"TR11295-c0_g1_i1","Pc22g18760"
"TR12284-c0_g1_i1","Pc22g18820"
"TR5127-c0_g1_i1","Pc22g18840"
"TR2542-c0_g1_i1","Pc22g18870"
"TR488-c0_g1_i1","Pc22g18870"
"TR14835-c0_g1_i1","Pc22g18880"
"TR11257-c0_g1_i1","Pc22g18890"
"TR10846-c0_g1_i1","Pc22g18900"
"TR10808-c0_g1_i1","Pc22g18920"
"TR14475-c0_g1_i1","Pc22g18930"
"TR13765-c0_g1_i1","Pc22g18960"
"TR3722-c0_g1_i1","Pc22g18970"
"TR1183-c1_g1_i1","Pc22g18980"
"TR1183-c0_g1_i1","Pc22g18980"
"TR14433-c0_g1_i1","Pc22g18990"
"TR14059-c0_g1_i1","Pc22g19020"
"TR8138-c0_g1_i1","Pc22g19030"
"TR7435-c0_g1_i1","Pc22g19040"
"TR13430-c0_g1_i1","Pc22g19070"
"TR7169-c0_g1_i1","Pc22g19080"
"TR11645-c0_g1_i1","Pc22g19080"
"TR1101-c0_g1_i1","Pc22g19080"
"TR10300-c0_g1_i1","Pc22g19100"
"TR2621-c0_g1_i1","Pc22g19110"
"TR9975-c0_g1_i1","Pc22g19110"
"TR7510-c0_g1_i1","Pc22g19110"
"TR9710-c0_g1_i1","Pc22g19150"
"TR1159-c0_g1_i1","Pc22g19160"
"TR9361-c1_g1_i1","Pc22g19190"
"TR3024-c0_g1_i1","Pc22g19200"
"TR6567-c0_g1_i1","Pc22g19230"
"TR8584-c0_g1_i1","Pc22g19230"
"TR11083-c0_g1_i1","Pc22g19230"
"TR314-c0_g1_i1","Pc22g19240"
"TR11407-c0_g1_i1","Pc22g19240"
"TR3396-c0_g1_i1","Pc22g19240"
"TR10640-c0_g1_i1","Pc22g19330"
"TR13478-c0_g1_i1","Pc22g19360"
"TR9602-c0_g1_i1","Pc22g19370"
"TR714-c0_g1_i1","Pc22g19370"
"TR3812-c0_g1_i1","Pc22g19390"
"TR4088-c0_g1_i1","Pc22g19430"
"TR2402-c0_g1_i1","Pc22g19430"
"TR12461-c0_g1_i1","Pc22g19440"
"TR10679-c0_g1_i1","Pc22g19470"
"TR9094-c0_g1_i1","Pc22g19470"
"TR9763-c0_g1_i1","Pc22g19490"
"TR13856-c1_g1_i1","Pc22g19490"
"TR5855-c0_g1_i1","Pc22g19530"
"TR15001-c0_g1_i1","Pc22g19550"
"TR5399-c0_g1_i1","Pc22g19550"
"TR515-c0_g1_i1","Pc22g19550"
"TR6530-c0_g1_i1","Pc22g19560"
"TR2079-c0_g1_i1","Pc22g19580"
"TR5754-c0_g1_i1","Pc22g19630"
"TR77-c0_g1_i1","Pc22g19640"
"TR13296-c1_g1_i1","Pc22g19640"
"TR555-c0_g1_i1","Pc22g19690"
"TR2281-c0_g1_i1","Pc22g19710"
"TR14581-c0_g1_i1","Pc22g19710"
"TR10373-c0_g1_i1","Pc22g19720"
"TR15273-c0_g1_i1","Pc22g19730"
"TR5841-c0_g1_i1","Pc22g19760"
"TR13688-c0_g1_i1","Pc22g19770"
"TR9570-c1_g1_i1","Pc22g19800"
"TR1463-c0_g1_i1","Pc22g19800"
"TR10186-c0_g1_i1","Pc22g19800"
"TR5502-c0_g1_i1","Pc22g19800"
"TR8459-c0_g1_i1","Pc22g19820"
"TR13198-c0_g1_i1","Pc22g19850"
"TR4346-c0_g1_i1","Pc22g19850"
"TR2347-c0_g1_i1","Pc22g19850"
"TR2777-c0_g1_i1","Pc22g19850"
"TR12473-c0_g1_i1","Pc22g19850"
"TR13641-c0_g1_i1","Pc22g19850"
"TR2347-c2_g1_i1","Pc22g19850"
"TR2577-c0_g1_i1","Pc22g19850"
"TR1434-c1_g1_i1","Pc22g19850"
"TR7080-c0_g1_i1","Pc22g19860"
"TR12498-c0_g1_i1","Pc22g19860"
"TR1952-c0_g1_i1","Pc22g19890"
"TR13492-c0_g1_i1","Pc22g19990"
"TR8139-c0_g1_i1","Pc22g20040"
"TR8417-c0_g1_i1","Pc22g20040"
"TR13846-c1_g1_i1","Pc22g20040"
"TR13022-c0_g1_i1","Pc22g20050"
"TR8488-c0_g1_i1","Pc22g20070"
"TR6327-c0_g1_i1","Pc22g20150"
"TR12564-c0_g1_i1","Pc22g20170"
"TR6347-c0_g1_i1","Pc22g20170"
"TR14421-c0_g1_i1","Pc22g20190"
"TR9069-c0_g1_i1","Pc22g20190"
"TR8246-c0_g1_i1","Pc22g20200"
"TR4326-c0_g1_i1","Pc22g20250"
"TR14721-c0_g1_i1","Pc22g20260"
"TR9667-c0_g1_i1","Pc22g20270"
"TR8607-c0_g1_i1","Pc22g20270"
"TR929-c0_g1_i1","Pc22g20280"
"TR9392-c0_g1_i1","Pc22g20290"
"TR13350-c0_g1_i1","Pc22g20290"
"TR3450-c0_g1_i1","Pc22g20290"
"TR7500-c0_g1_i1","Pc22g20290"
"TR13114-c0_g1_i1","Pc22g20290"
"TR8021-c0_g1_i1","Pc22g20290"
"TR5640-c0_g1_i1","Pc22g20290"
"TR9227-c0_g1_i1","Pc22g20330"
"TR475-c0_g1_i1","Pc22g20340"
"TR3847-c0_g1_i1","Pc22g20340"
"TR6928-c0_g1_i1","Pc22g20340"
"TR12952-c0_g1_i1","Pc22g20370"
"TR12667-c0_g1_i1","Pc22g20400"
"TR345-c0_g1_i1","Pc22g20470"
"TR9220-c0_g1_i1","Pc22g20490"
"TR3395-c0_g1_i1","Pc22g20490"
"TR2500-c0_g1_i1","Pc22g20490"
"TR9587-c0_g1_i1","Pc22g20490"
"TR6873-c0_g1_i1","Pc22g20490"
"TR695-c0_g1_i1","Pc22g20490"
"TR7809-c0_g1_i1","Pc22g20500"
"TR1099-c0_g1_i1","Pc22g20500"
"TR10947-c0_g1_i1","Pc22g20500"
"TR11348-c0_g1_i1","Pc22g20500"
"TR8339-c0_g1_i1","Pc22g20500"
"TR11656-c0_g1_i1","Pc22g20510"
"TR3903-c0_g1_i1","Pc22g20520"
"TR2700-c0_g1_i1","Pc22g20520"
"TR11330-c0_g1_i1","Pc22g20520"
"TR8425-c0_g1_i1","Pc22g20520"
"TR7183-c0_g1_i1","Pc22g20520"
"TR6814-c0_g1_i1","Pc22g20560"
"TR3883-c0_g1_i1","Pc22g20570"
"TR7482-c0_g1_i1","Pc22g20580"
"TR2686-c0_g1_i1","Pc22g20580"
"TR3750-c0_g1_i1","Pc22g20590"
"TR1235-c0_g1_i1","Pc22g20600"
"TR9095-c0_g1_i1","Pc22g20610"
"TR9843-c0_g1_i1","Pc22g20650"
"TR4523-c0_g1_i1","Pc22g20660"
"TR5458-c0_g1_i1","Pc22g20670"
"TR4902-c0_g1_i1","Pc22g20670"
"TR6696-c0_g1_i1","Pc22g20780"
"TR7216-c0_g1_i1","Pc22g20800"
"TR14086-c0_g1_i1","Pc22g20830"
"TR5075-c0_g1_i1","Pc22g20830"
"TR5075-c1_g1_i1","Pc22g20830"
"TR13217-c0_g1_i1","Pc22g20830"
"TR13884-c0_g1_i1","Pc22g20830"
"TR13884-c1_g1_i1","Pc22g20830"
"TR10791-c0_g1_i1","Pc22g20830"
"TR2391-c0_g1_i1","Pc22g20840"
"TR14780-c0_g1_i1","Pc22g20850"
"TR10778-c0_g1_i1","Pc22g20860"
"TR14426-c0_g1_i1","Pc22g20960"
"TR11691-c0_g1_i1","Pc22g20970"
"TR5716-c0_g1_i1","Pc22g20980"
"TR3857-c0_g1_i1","Pc22g21010"
"TR8931-c1_g1_i1","Pc22g21020"
"TR8931-c0_g1_i1","Pc22g21020"
"TR737-c0_g1_i1","Pc22g21030"
"TR8460-c0_g1_i1","Pc22g21030"
"TR832-c0_g1_i1","Pc22g21030"
"TR10304-c0_g1_i1","Pc22g21070"
"TR218-c0_g1_i1","Pc22g21100"
"TR8654-c0_g1_i1","Pc22g21110"
"TR12542-c0_g1_i1","Pc22g21130"
"TR13957-c0_g1_i1","Pc22g21130"
"TR12542-c0_g2_i1","Pc22g21130"
"TR6841-c0_g1_i1","Pc22g21160"
"TR5900-c0_g1_i1","Pc22g21170"
"TR5199-c0_g1_i1","Pc22g21170"
"TR6364-c0_g1_i1","Pc22g21230"
"TR5805-c0_g1_i1","Pc22g21230"
"TR5725-c0_g1_i1","Pc22g21230"
"TR10757-c0_g1_i1","Pc22g21240"
"TR12268-c0_g1_i1","Pc22g21270"
"TR13227-c0_g1_i1","Pc22g21270"
"TR1213-c0_g1_i1","Pc22g21280"
"TR11839-c0_g1_i1","Pc22g21330"
"TR920-c0_g1_i1","Pc22g21330"
"TR3192-c0_g1_i1","Pc22g21380"
"TR9603-c0_g1_i1","Pc22g21410"
"TR4770-c0_g1_i1","Pc22g21480"
"TR4600-c0_g1_i1","Pc22g21540"
"TR5787-c0_g1_i1","Pc22g21540"
"TR5970-c0_g1_i1","Pc22g21590"
"TR4540-c0_g1_i1","Pc22g21630"
"TR14630-c0_g1_i1","Pc22g21630"
"TR1963-c0_g1_i1","Pc22g21630"
"TR13978-c0_g1_i1","Pc22g21650"
"TR13827-c0_g1_i1","Pc22g21650"
"TR316-c0_g1_i1","Pc22g21670"
"TR3872-c0_g1_i1","Pc22g21730"
"TR1274-c0_g1_i1","Pc22g21770"
"TR11503-c0_g1_i1","Pc22g21780"
"TR4045-c0_g1_i1","Pc22g21780"
"TR11081-c0_g1_i1","Pc22g21800"
"TR2532-c0_g1_i1","Pc22g21800"
"TR1957-c0_g1_i1","Pc22g21810"
"TR2284-c0_g1_i1","Pc22g21830"
"TR4959-c0_g1_i1","Pc22g21850"
"TR14896-c0_g1_i1","Pc22g21850"
"TR5733-c0_g1_i1","Pc22g21860"
"TR4913-c0_g1_i1","Pc22g21860"
"TR14474-c0_g1_i1","Pc22g21860"
"TR15037-c0_g1_i1","Pc22g21860"
"TR8726-c0_g1_i1","Pc22g21900"
"TR13709-c0_g1_i1","Pc22g21910"
"TR7038-c0_g1_i1","Pc22g21910"
"TR521-c0_g1_i1","Pc22g21910"
"TR1968-c0_g1_i1","Pc22g22040"
"TR2300-c0_g1_i1","Pc22g22060"
"TR308-c0_g1_i1","Pc22g22060"
"TR6281-c0_g1_i1","Pc22g22080"
"TR1993-c0_g1_i1","Pc22g22110"
"TR12490-c0_g1_i1","Pc22g22110"
"TR6947-c0_g1_i1","Pc22g22120"
"TR6212-c0_g1_i1","Pc22g22150"
"TR2718-c0_g1_i1","Pc22g22180"
"TR27-c0_g1_i1","Pc22g22180"
"TR13007-c0_g1_i1","Pc22g22180"
"TR14113-c0_g1_i1","Pc22g22200"
"TR366-c0_g1_i1","Pc22g22210"
"TR3256-c0_g1_i1","Pc22g22220"
"TR716-c0_g1_i1","Pc22g22240"
"TR5079-c0_g1_i1","Pc22g22250"
"TR7115-c0_g1_i1","Pc22g22260"
"TR11575-c0_g1_i1","Pc22g22260"
"TR11700-c0_g1_i1","Pc22g22270"
"TR1408-c0_g1_i1","Pc22g22270"
"TR1194-c0_g1_i1","Pc22g22280"
"TR13296-c0_g1_i1","Pc22g22320"
"TR9848-c0_g1_i1","Pc22g22380"
"TR6716-c0_g1_i1","Pc22g22390"
"TR6253-c0_g1_i1","Pc22g22410"
"TR6063-c0_g1_i1","Pc22g22420"
"TR12030-c1_g1_i1","Pc22g22420"
"TR622-c0_g1_i1","Pc22g22450"
"TR5761-c0_g1_i1","Pc22g22460"
"TR13805-c0_g1_i1","Pc22g22480"
"TR7161-c0_g1_i1","Pc22g22530"
"TR14808-c0_g1_i1","Pc22g22530"
"TR5911-c0_g1_i1","Pc22g22550"
"TR833-c0_g1_i1","Pc22g22550"
"TR833-c1_g1_i1","Pc22g22550"
"TR10686-c0_g1_i1","Pc22g22600"
"TR10686-c1_g1_i1","Pc22g22600"
"TR8115-c0_g1_i1","Pc22g22610"
"TR1781-c0_g1_i1","Pc22g22660"
"TR11883-c0_g1_i1","Pc22g22710"
"TR11376-c0_g1_i1","Pc22g22710"
"TR5935-c0_g1_i1","Pc22g22750"
"TR45-c0_g1_i1","Pc22g22750"
"TR1828-c0_g1_i1","Pc22g22750"
"TR3773-c0_g1_i1","Pc22g22750"
"TR14456-c0_g1_i1","Pc22g22750"
"TR1005-c0_g1_i1","Pc22g22780"
"TR6633-c0_g1_i1","Pc22g22780"
"TR3272-c0_g1_i1","Pc22g22800"
"TR11895-c0_g1_i1","Pc22g22800"
"TR6299-c0_g1_i1","Pc22g22800"
"TR10854-c0_g1_i1","Pc22g22930"
"TR11552-c0_g1_i1","Pc22g22930"
"TR15200-c0_g1_i1","Pc22g22930"
"TR844-c0_g1_i1","Pc22g22940"
"TR13419-c0_g1_i1","Pc22g22950"
"TR10831-c1_g1_i1","Pc22g22960"
"TR11312-c0_g1_i1","Pc22g22970"
"TR11139-c0_g1_i1","Pc22g23000"
"TR7341-c0_g1_i1","Pc22g23020"
"TR1931-c0_g1_i1","Pc22g23030"
"TR6088-c0_g1_i1","Pc22g23030"
"TR11039-c0_g1_i1","Pc22g23040"
"TR14356-c0_g1_i1","Pc22g23040"
"TR3943-c0_g1_i1","Pc22g23070"
"TR4741-c1_g1_i1","Pc22g23150"
"TR4741-c0_g1_i1","Pc22g23150"
"TR14706-c0_g1_i1","Pc22g23230"
"TR6305-c0_g1_i1","Pc22g23250"
"TR10112-c0_g1_i1","Pc22g23260"
"TR8122-c0_g1_i1","Pc22g23280"
"TR1188-c0_g1_i1","Pc22g23280"
"TR4148-c0_g1_i1","Pc22g23280"
"TR5406-c0_g1_i1","Pc22g23280"
"TR592-c0_g1_i1","Pc22g23300"
"TR261-c0_g1_i1","Pc22g23330"
"TR4508-c0_g1_i1","Pc22g23400"
"TR1537-c0_g1_i1","Pc22g23430"
"TR11892-c0_g1_i1","Pc22g23430"
"TR1987-c0_g1_i1","Pc22g23440"
"TR11509-c0_g1_i1","Pc22g23520"
"TR10380-c0_g1_i1","Pc22g23520"
"TR3170-c0_g1_i1","Pc22g23540"
"TR14061-c0_g1_i1","Pc22g23540"
"TR14120-c0_g1_i1","Pc22g23540"
"TR608-c0_g1_i1","Pc22g23540"
"TR6424-c0_g1_i1","Pc22g23550"
"TR5865-c0_g1_i1","Pc22g23550"
"TR10713-c0_g1_i1","Pc22g23570"
"TR4721-c0_g1_i1","Pc22g23570"
"TR13936-c0_g1_i1","Pc22g23600"
"TR3767-c0_g1_i1","Pc22g23610"
"TR7116-c0_g1_i1","Pc22g23630"
"TR2795-c0_g1_i1","Pc22g23660"
"TR6237-c0_g1_i1","Pc22g23660"
"TR9212-c0_g1_i1","Pc22g23680"
"TR12037-c0_g1_i1","Pc22g23710"
"TR910-c0_g1_i1","Pc22g23720"
"TR8069-c0_g1_i1","Pc22g23740"
"TR9477-c0_g1_i1","Pc22g23770"
"TR8470-c0_g1_i1","Pc22g23780"
"TR14068-c0_g1_i1","Pc22g23790"
"TR8294-c0_g1_i1","Pc22g23800"
"TR13483-c0_g1_i1","Pc22g23800"
"TR7725-c0_g1_i1","Pc22g23800"
"TR13260-c0_g1_i1","Pc22g23810"
"TR12745-c0_g1_i1","Pc22g23810"
"TR13847-c0_g1_i1","Pc22g23840"
"TR10029-c0_g1_i1","Pc22g23860"
"TR6133-c0_g1_i1","Pc22g23880"
"TR561-c0_g1_i1","Pc22g23880"
"TR13280-c0_g1_i1","Pc22g23920"
"TR300-c0_g1_i1","Pc22g23940"
"TR9217-c0_g1_i1","Pc22g23950"
"TR6916-c0_g1_i1","Pc22g23970"
"TR11828-c0_g1_i1","Pc22g24000"
"TR4738-c0_g1_i1","Pc22g24040"
"TR778-c0_g1_i1","Pc22g24070"
"TR15169-c0_g1_i1","Pc22g24110"
"TR1941-c0_g1_i1","Pc22g24110"
"TR14760-c0_g1_i1","Pc22g24110"
"TR5786-c0_g1_i1","Pc22g24120"
"TR3177-c0_g1_i1","Pc22g24130"
"TR7687-c0_g1_i1","Pc22g24130"
"TR1276-c0_g1_i1","Pc22g24160"
"TR6722-c0_g1_i1","Pc22g24280"
"TR9189-c0_g1_i1","Pc22g24340"
"TR7839-c0_g1_i1","Pc22g24350"
"TR5982-c0_g1_i1","Pc22g24360"
"TR4034-c0_g1_i1","Pc22g24380"
"TR3078-c0_g1_i1","Pc22g24380"
"TR6001-c0_g1_i1","Pc22g24380"
"TR5939-c0_g1_i1","Pc22g24380"
"TR9516-c0_g1_i1","Pc22g24390"
"TR2644-c0_g1_i1","Pc22g24390"
"TR12814-c0_g1_i1","Pc22g24390"
"TR7563-c0_g1_i1","Pc22g24390"
"TR4509-c0_g1_i1","Pc22g24410"
"TR11719-c0_g1_i1","Pc22g24420"
"TR7665-c0_g1_i1","Pc22g24430"
"TR12377-c0_g1_i1","Pc22g24530"
"TR4456-c0_g1_i1","Pc22g24540"
"TR243-c0_g1_i1","Pc22g24540"
"TR14141-c0_g1_i1","Pc22g24540"
"TR3735-c0_g1_i1","Pc22g24550"
"TR10764-c0_g1_i1","Pc22g24550"
"TR2063-c0_g1_i1","Pc22g24580"
"TR12694-c0_g1_i1","Pc22g24580"
"TR1300-c0_g1_i1","Pc22g24580"
"TR13056-c0_g1_i1","Pc22g24580"
"TR9155-c0_g1_i1","Pc22g24600"
"TR3443-c0_g1_i1","Pc22g24600"
"TR10756-c0_g1_i1","Pc22g24600"
"TR3419-c0_g1_i1","Pc22g24600"
"TR1461-c0_g1_i1","Pc22g24640"
"TR644-c0_g1_i1","Pc22g24680"
"TR4832-c0_g1_i1","Pc22g24700"
"TR4492-c0_g1_i1","Pc22g24800"
"TR13085-c0_g1_i1","Pc22g24880"
"TR2206-c0_g1_i1","Pc22g24880"
"TR8587-c0_g1_i1","Pc22g24930"
"TR949-c0_g1_i1","Pc22g24930"
"TR11583-c0_g1_i1","Pc22g24930"
"TR1823-c0_g1_i1","Pc22g24940"
"TR1403-c0_g1_i1","Pc22g24950"
"TR8199-c0_g1_i1","Pc22g24950"
"TR12116-c0_g1_i1","Pc22g24950"
"TR9660-c0_g1_i1","Pc22g24960"
"TR4875-c0_g1_i1","Pc22g25010"
"TR4482-c0_g1_i1","Pc22g25020"
"TR10397-c0_g1_i1","Pc22g25050"
"TR4978-c0_g1_i1","Pc22g25060"
"TR1131-c0_g1_i1","Pc22g25070"
"TR14995-c0_g1_i1","Pc22g25080"
"TR3741-c0_g1_i1","Pc22g25090"
"TR14682-c0_g1_i1","Pc22g25150"
"TR9068-c0_g1_i1","Pc22g25150"
"TR14499-c0_g1_i1","Pc22g25160"
"TR7084-c0_g1_i1","Pc22g25210"
"TR7088-c0_g1_i1","Pc22g25220"
"TR3218-c0_g1_i1","Pc22g25220"
"TR13904-c0_g1_i1","Pc22g25230"
"TR274-c0_g1_i1","Pc22g25250"
"TR7684-c0_g1_i1","Pc22g25290"
"TR12480-c0_g1_i1","Pc22g25300"
"TR13086-c0_g1_i1","Pc22g25320"
"TR3687-c0_g1_i1","Pc22g25350"
"TR6654-c0_g1_i1","Pc22g25350"
"TR12931-c0_g1_i1","Pc22g25350"
"TR11974-c0_g1_i1","Pc22g25350"
"TR13970-c0_g1_i1","Pc22g25390"
"TR12514-c0_g1_i1","Pc22g25400"
"TR13813-c0_g1_i1","Pc22g25470"
"TR15019-c0_g1_i1","Pc22g25510"
"TR5498-c0_g1_i1","Pc22g25530"
"TR4394-c0_g1_i1","Pc22g25540"
"TR6679-c0_g1_i1","Pc22g25560"
"TR5601-c0_g1_i1","Pc22g25570"
"TR7337-c0_g1_i1","Pc22g25660"
"TR11881-c0_g1_i1","Pc22g25710"
"TR8542-c0_g1_i1","Pc22g25760"
"TR13648-c0_g1_i1","Pc23g00700"
"TR6245-c0_g1_i1","Pc24g00020"
"TR13773-c0_g1_i1","Pc24g01020"
"TR1641-c0_g1_i1","Pc24g01020"
"TR14908-c0_g1_i1","Pc24g01460"
"TR11424-c0_g1_i1","Pc24g01780"
"TR9521-c0_g1_i1","Pc24g01930"
"TR3340-c0_g1_i1","Pc24g01940"
"TR13914-c0_g1_i1","Pc24g01940"
"TR8988-c0_g1_i1","Pc24g01990"
"TR10694-c0_g1_i1","Pc24g02580"
"TR13112-c0_g1_i1","Pc24g02580"
"TR6057-c0_g1_i1","Pc17g00300"
"TR4495-c0_g1_i1","Pc17g00330"
"TR4202-c0_g1_i1","Pc17g00440"
"TR2069-c0_g1_i1","Pc17g00530"
"TR9032-c0_g1_i1","Pc17g00640"
"TR11419-c0_g1_i1","Pc17g01170"
"TR9802-c0_g1_i1","Pc21g00540"
"TR11964-c0_g1_i1","Pc21g00570"
"TR9234-c0_g1_i1","Pc21g00580"
"TR3004-c0_g1_i1","Pc21g00590"
"TR3002-c0_g1_i1","Pc21g00690"
"TR9350-c0_g1_i1","Pc21g00700"
"TR1897-c0_g1_i1","Pc21g00710"
"TR1111-c0_g1_i1","Pc21g00710"
"TR15214-c0_g1_i1","Pc21g00710"
"TR10328-c0_g1_i1","Pc21g00710"
"TR14735-c0_g1_i1","Pc21g00800"
"TR15255-c0_g1_i1","Pc21g00800"
"TR5806-c1_g1_i1","Pc21g00800"
"TR9360-c0_g1_i1","Pc21g00800"
"TR3910-c0_g1_i1","Pc21g00850"
"TR15180-c0_g1_i1","Pc21g00850"
"TR10570-c0_g1_i1","Pc21g01050"
"TR6065-c0_g1_i1","Pc21g01060"
"TR2645-c0_g1_i1","Pc21g01100"
"TR1668-c0_g1_i1","Pc21g01110"
"TR12417-c0_g1_i1","Pc21g01120"
"TR11372-c0_g1_i1","Pc21g01130"
"TR11372-c0_g2_i1","Pc21g01130"
"TR12280-c0_g1_i1","Pc21g01150"
"TR7018-c0_g1_i1","Pc21g01240"
"TR8225-c0_g1_i1","Pc21g01250"
"TR12222-c0_g1_i1","Pc21g01260"
"TR4771-c0_g1_i1","Pc21g01420"
"TR4933-c0_g1_i1","Pc21g01430"
"TR11167-c1_g1_i1","Pc21g01430"
"TR2408-c0_g1_i1","Pc21g01430"
"TR4887-c0_g1_i1","Pc21g01440"
"TR13187-c0_g1_i1","Pc21g01460"
"TR12075-c0_g1_i1","Pc21g01470"
"TR5987-c0_g1_i1","Pc21g01470"
"TR11360-c0_g1_i1","Pc21g01510"
"TR11178-c0_g1_i1","Pc21g01520"
"TR7435-c1_g1_i1","Pc21g01540"
"TR4265-c0_g1_i1","Pc21g01650"
"TR13775-c0_g1_i1","Pc21g01690"
